0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
1261,9,16,10,8,5,59,49,37,10,13,41,3,53,42,23,42,41,33,4,6
1262,11,14,11,6,4,61,50,37,11,14,42,3,52,42,23,39,42,35,5,5
1263,11,15,11,6,4,62,50,37,10,14,41,4,51,43,23,40,43,35,5,5
1264,11,14,12,6,3,63,50,36,11,13,41,4,50,44,23,38,43,36,5,5
1265,11,14,12,7,3,62,50,35,11,13,42,4,49,43,23,37,45,38,5,5
1266,10,16,14,7,2,63,49,35,12,13,42,4,47,43,23,37,46,38,5,6
1267,10,14,12,10,2,66,49,33,11,13,44,4,47,44,23,36,46,40,5,6
1268,10,14,11,9,1,67,49,33,13,12,43,4,47,44,24,34,46,40,5,5
1269,10,13,11,12,1,67,48,34,12,13,46,4,45,45,22,34,48,40,5,6
1270,11,14,10,12,1,66,49,33,12,13,46,4,44,45,21,33,48,41,5,5
1271,12,13,10,14,1,65,47,34,13,11,47,4,44,46,21,32,47,42,4,5
1272,10,14,9,16,1,63,47,34,14,11,46,4,43,48,21,31,45,42,4,6
1273,12,14,9,17,1,62,48,33,13,11,47,4,43,49,20,31,44,41,3,6
1274,9,13,10,18,1,62,48,34,13,12,47,3,42,50,19,30,42,41,3,5
1275,11,13,9,18,1,61,49,34,12,12,48,4,40,52,17,29,41,41,2,6
1276,10,12,9,18,1,61,49,34,12,12,48,4,40,52,17,29,39,42,2,6
1277,8,13,9,19,1,60,49,34,13,12,48,4,39,52,16,28,39,42,2,5
1278,8,14,8,19,1,57,50,33,13,12,48,4,39,52,16,28,38,42,2,6
1279,8,14,8,20,1,56,51,33,13,12,48,3,39,53,17,26,38,42,2,5
1280,8,16,6,21,2,53,52,33,14,12,49,4,39,54,17,24,35,43,4,5
1281,7,18,9,20,2,50,53,32,14,11,49,4,38,56,16,25,34,42,3,5
1282,7,20,9,20,2,47,54,32,14,11,51,4,38,56,17,23,31,43,5,5
1283,7,22,11,19,2,45,56,30,14,10,51,3,38,55,16,23,31,41,4,5
1284,6,22,12,18,3,43,56,29,14,10,49,4,39,54,18,21,30,43,6,6
1285,6,24,13,17,3,41,60,27,14,10,47,4,38,55,18,22,29,42,7,5
1286,6,24,14,17,3,40,58,28,14,11,46,3,41,53,18,22,30,43,8,6
1287,6,24,15,15,4,39,59,26,13,12,46,3,42,53,18,22,29,44,9,5
1288,7,28,15,15,4,36,57,27,12,13,44,4,45,50,19,22,31,43,10,5
1289,9,26,16,16,5,33,59,25,13,13,44,4,46,49,19,23,29,43,11,6
1290,10,27,16,16,5,32,57,27,13,14,42,3,49,47,19,23,29,45,12,6
1291,12,28,16,16,5,26,57,27,14,14,42,3,52,48,18,22,27,46,14,5
1292,13,25,15,17,5,26,58,26,14,16,41,4,54,45,18,22,27,47,14,6
1293,12,23,15,17,5,24,58,26,15,16,42,4,55,44,16,23,28,47,16,5
1294,13,22,15,16,4,22,60,25,17,16,41,4,57,43,15,23,27,47,16,5
1295,12,20,12,17,4,22,59,26,17,16,42,3,60,42,15,21,28,49,18,6
1296,13,20,13,17,3,21,59,26,18,16,41,4,62,41,13,23,28,49,19,5
1297,12,18,10,18,3,21,58,26,18,16,41,4,63,39,13,22,28,50,20,5
1298,13,15,11,17,3,22,61,26,18,16,41,4,65,39,11,22,28,50,22,6
1299,14,15,8,18,3,21,64,23,18,16,40,4,67,36,11,23,28,49,22,5
1300,14,12,9,19,2,21,63,25,19,16,40,4,66,38,9,23,28,49,24,6
1301,14,10,7,17,2,22,65,27,19,16,39,4,67,36,8,24,27,49,22,5
1302,11,10,8,17,2,22,65,27,18,17,39,4,68,34,6,25,29,47,24,5
1303,11,11,7,15,1,22,68,28,19,16,39,4,69,34,5,26,27,47,23,5
1304,9,10,7,16,1,23,67,28,19,16,39,4,73,32,5,27,27,46,24,6
1305,9,11,7,15,1,22,69,30,18,17,38,4,73,31,4,26,29,47,24,6
1306,9,11,7,15,0,22,68,30,21,16,37,4,74,31,3,28,28,45,23,6
1307,9,11,8,14,0,21,68,31,20,16,36,4,74,30,3,28,29,44,24,6
1308,9,12,8,13,0,22,68,31,18,17,35,3,76,30,5,26,27,44,25,6
1309,9,11,9,13,0,24,69,32,18,17,34,4,80,26,6,26,27,43,24,7
1310,9,11,8,14,0,24,68,32,18,17,35,4,80,25,5,26,26,44,24,7
1311,9,10,9,13,0,25,68,33,19,16,35,3,82,24,6,25,25,42,24,6
1312,9,10,10,13,0,25,66,33,18,16,35,3,83,23,8,22,23,42,24,7
1313,10,11,10,12,0,25,68,34,19,15,34,4,83,24,8,23,22,41,24,6
1314,9,11,11,12,0,26,66,34,19,15,32,4,82,24,8,24,22,39,24,6
1315,9,11,10,12,0,27,66,35,18,15,31,4,81,25,9,23,21,41,25,7
1316,9,12,11,12,0,28,65,36,19,15,31,3,83,26,9,23,18,39,24,6
1317,8,12,12,13,0,30,64,36,18,16,31,4,81,27,9,23,18,40,25,6
1318,9,12,11,12,0,29,64,37,18,16,32,4,82,27,8,25,18,40,24,7
1319,8,13,11,13,1,30,61,37,18,16,32,4,82,26,8,25,18,40,24,6
1320,9,12,11,13,1,32,61,37,17,17,32,3,81,27,8,25,18,39,24,5
1321,8,12,12,14,1,33,58,37,17,17,32,4,83,27,9,25,18,40,24,6
1322,8,13,14,13,1,33,59,37,17,17,31,4,80,28,9,25,18,39,26,5
1323,8,12,14,13,1,35,58,37,17,18,32,4,82,28,9,26,19,38,24,5
1324,8,13,15,13,1,35,56,37,16,18,32,4,80,28,9,25,17,39,26,5
1325,8,13,14,14,2,37,55,37,16,18,33,4,81,27,8,26,16,37,24,5
1326,8,12,15,13,2,39,53,38,15,19,32,4,81,29,9,25,14,37,24,5
1327,8,12,14,14,2,38,53,38,15,19,31,4,81,30,9,27,14,34,24,5
1328,8,13,14,14,2,40,53,39,15,19,31,4,82,30,9,27,14,34,22,5
1329,8,13,14,14,3,39,53,40,15,19,31,4,81,32,8,28,14,35,22,6
1330,7,13,13,15,3,40,53,40,15,19,31,4,82,30,8,27,14,35,20,5
1331,8,14,14,15,3,40,52,41,15,18,30,4,81,32,8,27,14,35,18,5
1332,8,13,13,14,3,41,53,42,16,18,29,4,81,32,8,27,15,34,18,6
1333,10,12,12,15,3,43,51,43,16,18,29,4,82,31,8,27,15,36,18,6
1334,9,12,13,16,3,43,50,44,16,18,29,4,82,33,8,27,14,36,18,5
1335,10,12,12,16,2,44,51,44,17,18,29,4,82,34,8,27,14,35,18,6
1336,9,13,12,18,2,44,48,45,16,18,28,3,83,34,8,27,14,36,16,6
1337,10,12,11,17,2,46,50,45,16,18,28,3,83,35,8,27,14,35,16,5
1338,10,13,12,16,2,47,50,46,15,18,27,4,82,35,8,27,13,36,14,6
1339,10,13,12,16,2,47,49,46,15,18,28,4,82,35,8,27,14,37,14,5
1340,9,14,11,17,2,49,50,47,14,18,28,4,81,34,8,28,15,37,12,5
1341,9,15,13,15,2,48,51,48,14,17,29,3,82,35,8,28,16,38,12,6
1342,9,16,12,15,1,49,52,48,14,17,29,4,81,35,8,29,16,38,10,6
1343,8,16,12,14,2,49,53,48,13,18,30,4,82,35,8,30,16,37,9,5
1344,9,17,13,13,2,51,53,48,12,17,30,4,82,36,8,32,15,37,8,5
1345,8,19,12,14,2,51,53,48,12,17,30,3,84,35,9,33,16,36,6,5
1346,9,18,13,12,1,53,54,48,12,17,30,4,85,35,9,33,16,36,6,5
1347,10,17,11,13,1,54,56,48,12,17,28,4,85,34,10,35,17,35,4,5
1348,10,16,12,12,1,56,55,48,10,17,28,4,86,34,10,35,17,36,5,5
1349,11,16,13,10,1,56,54,48,10,17,29,3,88,33,10,37,18,34,5,5
1350,12,16,13,9,1,56,54,49,9,17,28,4,89,32,12,35,20,35,5,6
1351,13,14,13,8,1,57,54,50,10,17,29,4,88,32,13,35,20,34,5,5
1352,11,15,16,6,1,56,55,50,9,17,29,4,88,32,14,32,20,35,5,6
1353,10,15,16,6,1,57,55,51,9,17,30,4,87,33,15,32,19,36,5,6
1354,10,14,17,5,1,58,55,51,9,16,30,4,87,33,16,30,19,36,3,5
1355,10,14,15,5,2,59,55,51,9,16,29,4,85,33,19,28,19,36,3,6
1356,10,13,16,4,2,61,56,51,9,15,29,4,84,33,19,29,19,35,1,6
1357,9,13,15,5,2,61,56,51,9,15,29,3,84,33,21,26,19,37,1,5
1358,9,12,15,5,2,62,57,51,9,15,30,4,81,36,20,24,19,40,1,6
1359,9,13,15,6,1,62,55,52,10,15,29,4,78,37,20,25,20,38,1,5
1360,8,13,15,7,1,61,54,52,10,15,30,4,75,39,20,23,20,39,1,5
1361,8,16,13,7,1,58,53,54,10,15,29,4,73,40,20,24,19,39,1,6
1362,8,14,12,7,2,59,54,54,10,15,29,4,71,43,20,24,16,40,1,5
1363,9,15,10,8,2,56,52,56,10,15,28,4,68,47,21,23,16,41,1,5
1364,8,14,9,8,2,58,51,57,9,16,27,4,65,46,23,23,16,40,1,6
1365,9,14,9,8,2,56,52,58,9,16,27,3,65,47,23,22,13,40,1,6
1366,9,14,7,9,2,57,51,59,8,17,29,3,61,47,23,22,15,39,1,5
1367,9,14,8,10,2,55,51,60,8,17,29,4,59,49,22,21,13,40,1,6
1368,9,14,7,11,2,56,51,60,8,17,30,4,57,48,22,21,15,39,1,5
1369,10,16,6,12,2,54,50,61,7,18,29,4,56,49,21,21,13,39,0,5
1370,10,17,5,13,2,55,50,61,6,19,30,3,54,48,20,23,13,39,1,6
1371,10,16,6,13,2,55,52,62,6,19,30,4,51,50,19,22,11,39,2,5
1372,11,19,5,15,1,56,51,63,5,19,31,4,50,49,18,24,13,37,2,6
1373,10,19,6,14,1,55,52,63,5,19,33,3,50,48,18,23,14,40,4,6
1374,10,19,5,16,1,54,51,63,4,19,33,3,47,49,16,25,14,37,4,5
1375,9,22,6,16,1,54,50,62,3,20,34,3,45,48,17,25,17,37,6,6
1376,10,22,6,16,1,52,51,62,2,21,33,3,45,49,18,26,17,36,7,6
1377,9,23,7,15,1,52,52,62,3,18,33,3,43,48,17,26,21,36,8,5
1378,11,24,8,15,0,51,51,61,4,18,33,2,44,48,17,27,22,34,10,6
1379,12,22,9,14,0,51,50,61,4,18,35,3,44,48,17,28,23,34,10,6
1380,13,22,9,15,0,47,50,61,5,17,36,3,45,48,17,27,24,34,12,5
1381,13,23,9,15,0,47,50,62,5,17,37,3,46,47,17,28,24,35,12,6
1382,13,20,11,14,0,50,50,63,5,17,39,3,45,46,15,29,26,33,12,6
1383,13,22,11,14,0,46,50,63,6,17,41,3,47,46,16,27,26,34,12,5
1384,13,20,12,14,0,48,49,63,6,17,41,3,48,46,16,28,27,32,12,6
1385,13,20,13,13,0,47,49,63,6,17,41,3,48,45,17,26,27,33,12,5
1386,13,18,13,13,0,46,49,63,6,18,40,3,50,42,17,26,30,33,12,5
1387,13,17,14,13,0,45,50,62,6,18,40,3,51,41,16,26,30,34,12,6
1388,12,20,16,13,0,43,50,61,7,17,39,3,50,41,16,27,32,33,12,5
1389,11,19,15,15,0,42,49,62,8,16,40,3,52,41,16,26,30,33,12,5
1390,10,19,17,15,0,40,51,60,8,16,41,3,51,41,16,25,31,32,12,5
1391,11,21,16,16,0,38,52,61,9,16,40,4,52,39,16,25,32,33,13,5
1392,10,24,15,17,1,37,53,60,9,16,41,4,52,40,15,24,31,34,12,6
1393,11,21,15,19,1,38,53,59,8,17,39,4,51,40,15,25,33,33,14,5
1394,11,23,15,19,1,37,54,57,9,16,39,4,54,40,14,25,31,34,14,5
1395,11,21,15,21,1,37,54,56,9,16,39,3,53,40,15,25,34,33,13,6
1396,11,20,14,22,1,36,57,56,10,16,38,4,55,40,14,24,34,33,13,5
1397,11,22,14,24,1,34,57,54,10,16,39,4,55,40,14,23,33,35,13,5
1398,12,19,13,26,1,35,57,53,10,16,39,3,56,40,14,22,33,36,14,6
1399,11,21,12,27,2,35,57,51,8,16,39,3,56,41,13,22,31,36,12,5
1400,14,18,11,30,2,35,56,50,8,17,39,4,55,41,13,22,32,36,13,5
1401,13,16,11,30,2,35,58,49,8,17,39,4,56,40,12,22,33,37,12,6
1402,15,15,9,33,2,36,57,47,7,18,39,4,56,41,12,21,32,38,14,5
1403,13,15,10,33,2,35,57,47,7,18,39,3,58,40,12,21,30,37,15,5
1404,12,13,9,35,2,37,58,44,7,18,41,4,58,42,10,21,30,38,16,6
1405,9,14,12,35,2,37,60,41,7,18,41,4,56,42,10,22,30,37,18,5
1406,10,15,11,36,2,36,59,41,6,19,42,3,58,41,9,20,30,39,18,5
1407,10,15,12,37,3,34,59,38,6,19,42,3,59,41,9,21,29,39,20,5
1408,10,16,13,36,2,34,59,36,6,20,43,4,61,38,8,22,30,39,20,5
1409,10,15,13,38,2,35,58,34,6,20,44,4,60,40,8,21,30,38,22,5
1410,9,15,14,37,4,35,59,33,5,20,44,4,60,40,8,21,31,38,22,6
1411,9,15,15,36,4,36,59,31,5,20,43,4,62,39,10,21,31,36,23,5
1412,10,14,15,37,4,36,58,30,5,20,43,4,63,36,10,21,33,36,23,5
1413,9,15,17,36,4,36,60,28,5,20,43,4,63,37,11,21,34,36,23,5
1414,9,16,18,35,4,35,58,28,6,21,42,4,64,35,12,22,33,35,23,5
1415,9,17,20,34,3,33,59,28,7,21,42,4,63,35,13,22,34,36,23,5
1416,11,16,20,33,3,33,58,28,7,22,42,4,64,35,13,24,34,35,23,6
1417,12,17,20,33,3,32,59,26,6,22,41,4,66,33,15,25,34,34,24,5
1418,12,16,22,29,3,33,59,26,6,22,40,4,67,31,16,25,35,34,22,6
1419,11,16,20,32,3,34,56,27,6,22,40,4,67,31,16,26,34,35,20,5
1420,10,16,22,29,3,35,58,27,6,22,40,4,69,30,17,26,35,35,20,5
1421,11,15,21,28,3,36,60,26,6,22,39,4,69,30,17,27,35,35,18,6
1422,11,15,21,27,3,37,60,26,6,22,38,4,70,28,18,27,37,36,18,5
1423,11,14,23,24,3,37,61,25,6,22,37,4,70,27,18,28,37,34,17,5
1424,10,15,22,25,2,36,61,26,7,22,36,3,70,28,19,28,36,36,16,6
1425,10,15,24,24,2,36,61,26,7,22,36,4,71,27,19,29,36,35,15,5
1426,8,14,24,24,1,37,62,27,8,23,36,4,71,27,19,28,35,37,13,5
1427,9,16,23,24,1,36,61,27,7,24,36,4,70,28,19,28,34,37,13,6
1428,8,16,19,25,2,37,60,27,7,24,37,3,71,28,19,27,34,38,11,6
1429,7,17,19,24,2,36,60,27,6,26,37,4,70,28,19,27,34,38,11,5
1430,8,18,17,24,2,36,60,27,6,25,36,4,70,28,19,27,34,37,9,6
1431,7,18,18,22,2,38,62,27,6,25,36,4,69,28,19,27,35,38,8,6
1432,7,19,16,23,2,38,61,27,5,25,35,3,70,28,19,28,35,38,7,5
1433,8,18,15,23,2,39,60,27,6,25,36,4,72,26,19,29,36,37,6,6
1434,9,18,13,24,2,40,59,28,8,23,37,4,71,27,19,29,35,37,5,5
1435,10,17,14,21,2,40,58,29,8,23,37,4,72,26,19,29,34,36,4,6
1436,9,18,13,20,2,40,59,29,8,23,38,3,73,26,19,29,34,36,4,5
1437,10,16,12,19,2,41,57,28,8,23,38,4,72,27,19,30,34,36,2,5
1438,10,17,12,16,2,40,59,28,7,24,39,4,71,27,19,31,34,35,2,6
1439,10,17,11,16,2,42,58,28,7,24,39,4,70,28,20,31,34,35,2,5
1440,10,16,13,15,2,42,57,28,7,23,41,3,72,27,19,31,35,35,2,6
1441,9,17,13,14,2,43,56,28,6,24,42,4,72,26,20,30,36,36,2,6
1442,9,17,13,13,2,43,55,28,7,23,41,4,71,26,21,30,36,37,2,5
1443,9,16,13,13,2,45,55,28,7,23,41,4,69,28,23,27,36,38,2,5
1444,7,17,15,12,1,45,54,28,9,23,41,3,70,26,24,25,38,37,1,7
1445,9,16,15,11,1,47,53,28,9,23,42,4,67,27,25,24,38,37,1,7
1446,8,15,17,11,1,48,52,28,9,22,41,4,67,27,27,22,37,37,1,6
1447,9,14,16,12,1,50,49,29,9,22,41,4,63,28,27,21,37,37,1,7
1448,9,14,16,11,1,50,49,29,9,21,43,4,60,28,28,19,38,37,1,6
1449,10,13,16,10,1,52,48,30,9,21,43,4,60,28,27,19,39,37,1,6
1450,10,12,17,8,1,51,48,30,10,19,43,4,58,29,29,17,39,37,1,7
1451,9,11,18,9,1,50,47,30,10,19,45,4,58,30,28,16,36,38,1,6
1452,9,13,19,8,1,50,45,30,11,19,44,4,56,29,28,15,36,39,1,6
1453,9,12,16,8,1,50,46,30,11,18,45,3,57,29,28,13,35,39,1,7
1454,9,13,15,8,2,51,45,30,11,19,45,4,55,30,27,15,35,37,1,6
1455,9,14,14,8,2,50,45,30,11,19,47,4,55,30,25,15,34,38,1,6
1456,8,13,14,9,2,51,44,30,11,18,46,3,56,30,24,17,34,38,1,6
1457,8,13,12,8,2,51,45,30,11,18,47,3,55,30,23,18,32,36,0,6
1458,7,14,13,9,1,50,45,30,11,19,46,4,54,32,21,19,32,36,0,6
1459,6,13,12,8,2,50,46,31,11,19,47,4,53,33,21,19,31,34,0,6
1460,7,16,10,10,2,47,45,31,10,19,47,3,55,32,19,19,29,35,1,5
1461,7,17,9,9,3,46,46,32,10,19,45,3,53,33,20,19,29,34,2,6
1462,8,17,8,9,3,44,46,33,8,19,44,4,53,34,19,17,27,35,4,6
1463,8,17,7,9,3,45,47,33,8,20,44,4,53,34,17,19,27,33,4,5
1464,8,18,7,8,3,43,49,34,8,20,45,4,54,35,17,19,25,35,6,6
1465,8,17,6,9,3,45,48,35,8,20,45,3,55,35,17,19,24,34,6,6
1466,9,18,6,10,3,42,48,36,8,20,45,4,57,35,16,20,23,33,8,5
1467,9,19,6,10,3,41,47,36,8,20,45,4,60,34,16,20,23,33,8,6
1468,11,18,6,10,3,41,48,36,8,20,45,4,59,35,16,22,23,31,10,6
1469,11,18,7,9,3,40,50,37,8,20,46,4,60,36,15,23,20,31,10,5
1470,13,17,6,10,2,40,49,37,8,19,46,4,62,36,16,22,19,31,12,6
1471,12,16,7,10,2,39,49,38,8,19,46,4,64,36,16,21,18,30,13,5
1472,10,17,8,9,3,38,49,38,8,20,46,4,64,36,16,21,17,30,14,5
1473,11,15,8,8,3,38,50,38,8,20,46,3,67,37,16,21,16,29,16,6
1474,9,17,8,8,3,36,52,38,8,20,45,4,65,36,17,18,15,30,16,6
1475,10,18,7,9,3,36,51,39,8,19,45,4,67,36,16,19,14,30,18,5
1476,9,16,8,7,2,35,50,39,9,19,45,4,65,36,17,19,14,30,18,6
1477,10,18,8,7,2,34,50,40,9,18,45,4,68,35,17,19,13,30,20,5
1478,11,15,8,6,1,35,52,40,10,18,45,4,69,35,18,19,12,29,22,6
1479,11,16,9,6,1,33,51,40,10,18,44,4,70,37,17,20,9,29,22,6
1480,11,18,8,7,1,31,51,40,10,18,45,4,71,37,17,19,9,30,24,5
1481,10,16,9,7,1,32,50,40,10,17,44,4,68,42,17,20,8,28,22,6
1482,10,15,8,7,2,32,50,40,11,16,45,3,69,44,16,19,8,29,24,5
1483,11,16,9,8,2,31,51,42,11,15,44,4,65,46,16,20,8,28,23,5
1484,9,15,11,8,2,30,50,43,12,16,44,4,66,48,17,19,7,28,24,6
1485,9,15,11,9,2,29,49,44,12,16,45,3,64,51,16,19,7,29,24,6
1486,9,17,9,10,2,27,49,45,12,16,44,3,63,52,17,18,7,29,24,5
1487,9,16,9,10,3,27,50,45,12,16,45,4,61,54,16,17,7,28,24,6
1488,9,17,8,10,2,27,51,46,14,15,45,4,59,55,15,16,8,29,24,6
1489,10,16,8,10,2,25,51,46,14,15,44,3,61,56,15,16,8,28,24,5
1490,11,17,6,11,2,27,50,48,15,13,47,3,58,56,14,14,10,29,25,6
1491,10,18,7,12,2,25,48,50,15,13,46,4,59,56,13,16,11,28,23,5
1492,10,17,6,13,2,28,48,51,14,14,47,4,59,58,14,14,11,28,23,5
1493,8,17,7,13,2,29,49,52,15,14,46,4,59,58,14,15,13,29,22,6
1494,10,17,7,13,2,30,49,52,15,15,47,3,60,59,12,15,14,29,21,5
1495,11,16,6,13,2,32,49,53,13,16,48,4,62,58,11,15,16,28,20,5
1496,10,16,6,12,3,34,50,54,13,16,47,4,60,62,11,15,15,29,18,6
1497,10,15,6,13,3,36,49,54,12,17,48,4,60,61,10,15,17,29,18,5
1498,8,16,7,13,2,36,50,55,12,17,48,3,59,62,9,15,18,28,16,5
1499,10,16,8,12,2,36,49,57,12,18,48,4,57,63,9,15,19,29,14,5
1500,9,15,6,14,3,40,49,57,11,18,49,4,57,63,7,15,20,30,14,5
1501,10,15,7,13,3,42,49,58,11,18,48,4,57,62,7,16,21,29,13,6
1502,8,16,8,13,3,44,49,57,10,18,48,3,59,61,7,16,23,30,13,6
1503,8,15,8,13,2,48,50,58,11,18,49,4,57,63,6,17,24,29,11,5
1504,9,15,8,13,2,48,49,58,10,19,47,4,57,61,6,17,24,30,11,6
1505,11,14,9,12,2,50,50,59,10,19,47,4,57,63,6,17,24,31,9,6
1506,11,15,9,12,2,51,49,59,10,19,48,4,58,63,5,19,23,30,7,5
1507,13,13,9,11,2,51,49,60,10,19,47,4,61,63,6,19,23,30,7,6
1508,12,13,10,10,2,52,49,59,10,19,47,4,57,65,6,19,24,31,5,6
1509,12,13,11,10,2,51,49,59,10,19,47,4,58,63,6,19,25,32,5,5
1510,11,14,11,10,2,51,50,58,10,19,45,3,57,63,7,19,26,33,3,6
1511,11,12,12,12,2,53,50,56,10,19,46,3,56,63,7,19,27,33,2,6
1512,10,13,12,13,2,53,50,56,10,21,45,4,54,63,8,19,29,33,2,5
1513,10,14,12,15,1,54,48,56,11,21,45,4,52,63,8,19,31,34,3,6
1514,10,14,10,16,2,55,50,53,10,22,46,3,53,63,9,20,31,34,3,5
1515,8,13,11,18,2,57,48,53,10,22,46,3,51,64,9,20,32,34,4,5
1516,9,15,9,19,1,55,51,51,11,22,46,4,52,64,9,21,32,34,5,5
1517,7,15,11,21,1,56,51,50,11,22,46,4,49,64,9,21,34,34,5,5
1518,8,16,9,23,2,55,51,48,11,22,46,3,49,66,9,22,34,33,5,5
1519,8,15,8,24,2,56,51,47,11,22,46,3,48,65,9,23,35,33,5,6
1520,8,17,7,26,3,54,51,45,11,22,46,4,46,67,9,23,35,33,5,6
1521,8,16,7,26,3,55,50,45,11,22,46,4,46,67,9,24,36,30,4,7
1522,7,17,7,28,3,55,51,41,10,23,45,3,46,67,9,24,36,30,4,6
1523,8,17,7,29,3,55,51,41,10,23,44,3,46,66,9,25,37,27,4,6
1524,10,16,7,30,3,56,52,37,9,24,44,4,45,67,9,25,37,27,4,7
1525,10,17,6,32,3,57,51,38,9,24,43,4,46,67,9,27,37,27,4,6
1526,11,15,7,33,3,59,52,34,7,24,44,4,45,67,9,27,37,26,4,6
1527,10,16,9,33,3,60,51,35,6,25,45,3,44,67,9,29,38,24,4,7
1528,10,15,8,35,3,62,52,31,6,24,45,4,44,66,9,29,38,26,4,7
1529,12,13,9,35,3,64,52,31,5,24,44,4,42,68,9,30,38,24,4,6
1530,13,11,9,36,3,66,53,29,5,24,45,4,42,67,10,29,40,25,4,7
1531,13,11,11,36,3,66,54,26,5,24,45,3,41,69,11,30,40,24,4,7
1532,11,11,12,37,3,67,54,26,4,23,46,4,43,68,11,32,40,23,4,6
1533,10,10,14,37,3,69,54,24,4,23,46,4,42,67,12,30,41,25,4,7
1534,9,9,15,36,3,70,55,23,4,23,47,4,43,66,12,31,41,26,2,6
1535,11,9,16,35,3,71,57,21,4,22,47,3,43,65,13,30,42,26,2,6
1536,11,10,17,34,3,71,57,21,3,22,48,4,44,64,13,32,42,26,0,6
1537,10,8,19,34,3,74,59,19,4,21,48,4,44,62,14,32,43,25,0,5
1538,9,9,20,33,3,74,58,19,4,21,49,4,43,61,14,31,44,26,0,5
1539,9,10,22,32,3,74,57,19,5,20,49,3,45,60,15,31,45,26,0,6
1540,9,10,21,30,4,72,58,19,5,20,50,3,44,59,13,30,46,26,0,5
1541,8,11,23,28,4,71,59,17,5,19,50,4,45,59,13,31,44,25,0,5
1542,8,11,23,30,4,71,59,17,5,19,52,4,44,58,13,29,44,26,0,5
1543,8,11,23,28,4,71,58,18,5,18,53,4,45,57,10,30,43,27,0,5
1544,8,12,23,28,5,70,59,17,5,18,55,3,47,56,10,28,42,27,0,5
1545,7,12,24,26,5,71,59,16,5,17,55,4,46,55,9,28,42,27,0,6
1546,8,11,24,26,5,71,59,16,5,17,57,4,47,54,8,28,41,27,0,5
1547,8,12,23,26,5,70,60,15,6,16,56,3,47,55,9,27,39,27,0,6
1548,9,12,21,26,5,67,61,15,7,16,58,3,48,54,9,27,38,28,0,6
1549,9,15,22,25,5,63,61,15,7,15,60,4,47,56,9,25,37,28,0,5
1550,8,16,21,24,5,63,63,15,7,16,59,4,48,55,9,25,35,29,1,6
1551,8,18,21,25,5,60,63,15,7,16,58,3,48,57,11,22,35,30,2,6
1552,9,20,19,23,5,59,64,15,7,15,58,3,47,57,10,21,33,30,3,5
1553,9,23,16,25,6,56,62,15,7,16,58,4,47,58,9,20,33,32,4,6
1554,9,23,16,23,6,55,64,16,7,16,56,4,46,57,11,19,32,31,6,5
1555,9,25,13,26,6,54,61,16,7,16,56,4,47,55,10,19,32,31,6,5
1556,10,26,13,25,6,51,61,17,6,17,56,3,49,54,11,16,31,33,8,6
1557,9,27,11,26,5,49,60,19,7,17,56,4,50,54,11,16,30,33,8,5
1558,8,29,14,22,5,48,59,19,7,17,55,4,51,51,13,12,32,35,10,5
1559,12,26,12,21,4,47,60,21,8,17,53,4,51,50,13,12,30,35,11,6
1560,11,28,12,20,4,46,59,21,6,18,53,3,53,49,13,10,30,37,12,5
1561,15,27,11,19,3,43,60,23,7,18,52,4,54,48,13,9,28,37,13,5
1562,12,27,12,17,3,43,60,24,6,18,52,4,55,48,13,9,27,38,14,6
1563,14,29,12,15,3,40,59,25,7,17,51,4,54,49,15,7,28,39,16,5
1564,13,28,13,15,3,39,57,27,7,17,50,3,57,46,14,7,26,39,16,5
1565,12,27,16,13,2,41,56,27,7,17,50,4,57,46,15,7,26,38,18,6
1566,14,25,15,13,2,39,58,30,7,17,50,4,59,43,15,7,26,38,18,5
1567,12,26,16,12,3,39,56,30,7,16,50,4,58,42,14,8,27,39,20,5
1568,14,23,16,12,3,39,55,32,7,16,50,4,59,41,15,9,26,39,21,5
1569,11,23,17,11,2,39,56,33,8,16,49,3,59,41,14,10,25,39,22,5
1570,12,22,18,11,2,38,55,33,8,16,48,4,59,38,15,11,27,37,23,6
1571,11,20,19,9,2,40,57,34,6,17,48,4,59,39,15,12,26,38,23,5
1572,13,19,17,10,2,42,56,35,6,17,47,4,57,38,15,13,27,37,24,5
1573,13,18,17,8,3,40,56,36,6,17,47,3,58,37,15,15,26,36,23,6
1574,13,17,15,8,3,41,55,36,5,18,45,4,58,35,16,16,27,36,24,5
1575,13,16,14,8,3,40,53,37,5,18,45,4,59,35,16,18,28,36,23,5
1576,12,16,14,8,3,40,55,38,5,18,47,4,59,34,15,19,29,35,24,6
1577,11,17,13,8,3,39,53,39,5,18,47,3,60,36,15,21,28,36,24,6
1578,10,17,12,9,3,40,53,39,5,18,47,4,62,36,15,22,26,36,25,5
1579,10,18,10,9,3,39,53,39,5,18,47,4,63,36,14,25,25,34,24,6
1580,11,18,11,7,2,38,53,39,6,19,46,3,65,36,14,26,24,34,24,5
1581,11,17,9,8,2,41,53,39,6,19,47,3,65,36,14,27,22,34,24,5
1582,12,16,10,9,2,41,49,39,6,18,45,4,67,36,14,29,22,33,25,6
1583,11,18,8,10,1,41,48,40,7,18,45,4,66,36,15,29,20,32,24,5
1584,13,15,7,10,1,44,48,41,6,20,45,4,68,34,14,32,22,30,25,5
